Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year,popularity_sp
You’re So Vain,Carly Simon,258,4,0.665,0.594,0,-10.638,1,0.0293,0.0969,1.16e-05,0.0818,0.749,105.934,23,1973,75
Ain’t No Woman (LIKE The One I’ve Got),The Four Tops,157,4,0.519,0.71,9,-10.908,0,0.0362,0.665,0.963,0.0889,0.67,102.585,18,1973,57
Could It Be I’m Falling In Love,The Spinners,249,4,0.382,0.727,9,-6.677,0,0.0861,0.729,0.0,0.196,0.826,207.266,17,1973,60
Also Sprach Zarathustra (2001),Deodato,539,4,0.425,0.669,5,-9.481,1,0.0316,0.0844,0.916,0.9,0.324,114.751,15,1973,15
I’m Doin’ Fine Now,New York City,240,4,0.789,0.743,7,-12.758,0,0.0341,0.00162,0.455,0.0416,0.96,115.984,8,1973,32
Mockingbird,Carly Simon & James Taylor,250,4,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,86,1974,85
Come And Get Your Love,Redbone,205,4,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,83,1974,83
Sweet Home Alabama,Lynyrd Skynyrd,283,4,0.596,0.606,7,-12.145,1,0.0255,0.181,0.000327,0.0863,0.886,97.785,81,1974,81
"Never, Never Gonna Give You Up",Barry White,213,4,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,79,1974,79
Can’t Get Enough,Bad Company,219,4,0.659,0.629,0,-8.685,0,0.18,0.19,0.0,0.105,0.262,94.049,78,1974,70
Goodbye Yellow Brick Road,Elton John,192,4,0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,76,1974,76
Time In A Bottle,Jim Croce,148,3,0.533,0.157,2,-16.838,1,0.0374,0.888,0.0,0.108,0.587,134.019,76,1974,59
Waterloo,ABBA,168,4,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,75,1974,74
The Joker,Steve Miller Band,264,4,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,75,1974,75
Beach Baby,The First Class,160,3,0.669,0.0809,0,-17.282,1,0.0365,0.983,0.41,0.114,0.0922,114.355,75,1974,78
Bennie And The Jets,Elton John,322,4,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,74,1974,74
Jungle Boogie,Kool & the Gang,174,4,0.538,0.52,7,-11.063,0,0.737,0.308,0.0,0.214,0.551,180.274,73,1974,61
Eres Tú,Mocedades,242,4,0.639,0.399,5,-11.815,1,0.0248,0.484,0.00056,0.133,0.306,79.113,72,1974,69
Annie’s Song,John Denver,180,3,0.304,0.305,2,-10.879,1,0.0298,0.871,0.00368,0.367,0.464,146.066,71,1974,69
Band On The Run,Paul McCartney and Wings,313,4,0.479,0.601,7,-8.806,1,0.0319,0.0823,0.00141,0.111,0.669,124.966,71,1974,69
Nothing From Nothing,Billy Preston,258,4,0.606,0.377,0,-9.455,1,0.0275,0.817,0.0,0.154,0.446,101.96,70,1974,57
On And On,Gladys Knight & the Pips,446,3,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,70,1974,61
Top Of The World,The Carpenters,189,4,0.635,0.926,0,-5.589,1,0.15,0.0892,4.4e-06,0.0928,0.771,100.043,70,1974,68
Rock On,David Essex,194,3,0.449,0.296,0,-12.608,1,0.0361,0.892,0.000755,0.892,0.139,139.828,69,1974,49
Hooked On A Feeling,Blue Swede,172,4,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,68,1974,74
Sundown,Gordon Lightfoot,213,4,0.794,0.427,11,-15.492,1,0.029,0.334,1.04e-05,0.0703,0.751,105.732,68,1974,68
Jet,Paul McCartney and Wings,345,4,0.791,0.557,7,-9.622,0,0.0698,0.54,0.0,0.103,0.284,119.973,68,1974,68
Rock The Boat,The Hues Corporation,274,4,0.637,0.725,5,-5.073,1,0.0333,0.0702,0.00438,0.203,0.415,92.99,68,1974,43
I’ll Have To Say I Love You In A Song,Jim Croce,154,4,0.537,0.447,9,-14.978,1,0.029,0.834,0.0101,0.107,0.717,133.794,66,1974,67
Help Me,Joni Mitchell,181,4,0.749,0.709,6,-6.385,1,0.259,0.155,0.0,0.329,0.564,78.53,66,1974,74
Rikki Don’t Lose That Number,Steely Dan,272,4,0.641,0.408,2,-14.971,1,0.0409,0.824,0.0022,0.0958,0.58,116.436,66,1974,64
I Shot The Sheriff,Eric Clapton,279,4,0.801,0.641,8,-9.355,1,0.173,0.34,4.5e-05,0.0693,0.741,96.96,64,1974,64
Feel Like Makin’ Love,Roberta Flack,313,4,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,64,1974,63
The Air That I Breathe,The Hollies,257,4,0.279,0.473,4,-8.375,0,0.031,0.244,0.00162,0.158,0.244,167.778,64,1974,31
You Make Me Feel Brand New,The Stylistics,288,4,0.453,0.359,7,-8.567,1,0.0247,0.849,3.02e-05,0.137,0.178,76.015,64,1974,64
Tin Man,America,209,4,0.646,0.531,7,-10.785,1,0.0671,0.528,0.0133,0.0836,0.655,172.02,63,1974,54
Americans,Byron MacGregor,313,4,0.614,0.763,4,-8.949,0,0.133,0.171,0.0,0.119,0.885,84.236,61,1974,35
Don’t Let The Sun Go Down On Me,Elton John,336,4,0.43,0.447,0,-8.522,1,0.0262,0.122,1.9e-06,0.0921,0.345,141.099,61,1974,60
Lookin’ For A Love,Bobby Womack,178,4,0.522,0.957,2,-4.924,1,0.0687,0.0515,0.0014,0.144,0.917,170.91,60,1974,33
Seasons In The Sun,Terry Jacks,208,4,0.648,0.646,6,-8.201,1,0.0502,0.627,4.9e-06,0.247,0.812,99.975,60,1974,61
The Way We Were,Barbra Streisand,211,3,0.264,0.32,9,-11.716,1,0.0325,0.885,0.00141,0.134,0.171,138.108,59,1974,59
The Most Beautiful Girl,Charlie Rich,161,4,0.576,0.318,7,-14.366,1,0.0286,0.661,7.47e-06,0.167,0.41,103.493,59,1974,59
Sunshine On My Shoulders,John Denver,311,4,0.322,0.168,10,-13.893,1,0.0336,0.915,0.000223,0.117,0.259,146.68,59,1974,59
Another Saturday Night,Cat Stevens,160,4,0.776,0.659,9,-7.767,1,0.051,0.434,0.0,0.0868,0.969,123.094,58,1974,54
Dark Lady,Cher,183,4,0.552,0.98,2,-6.398,1,0.0704,0.00429,1.94e-06,0.13,0.485,109.005,58,1974,50
Smokin’ In The Boys Room,Brownsville Station,207,4,0.387,0.939,2,-4.792,1,0.0731,0.00151,1.61e-06,0.346,0.635,134.748,57,1974,59
Just You ‘N’ Me,Chicago,189,4,0.549,0.573,4,-6.491,1,0.0302,0.615,0.000504,0.122,0.547,87.43,57,1974,48
The Bitch Is Back,Elton John,224,4,0.586,0.86,1,-6.752,1,0.0578,0.0372,0.0011,0.1,0.942,132.798,56,1974,56
Hollywood Swinging,Kool & the Gang,279,4,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,56,1974,56
Be Thankful For What You Got,William DeVaughn,221,4,0.778,0.481,6,-13.136,0,0.0565,0.00345,0.0102,0.105,0.879,107.183,56,1974,44
Hello It’s Me,Todd Rundgren,264,4,0.578,0.848,5,-6.842,1,0.0261,0.0563,0.00426,0.0963,0.779,87.246,55,1974,55
For The Love Of Money,The O’Jays,439,4,0.679,0.802,0,-7.739,1,0.0406,0.236,2.33e-06,0.132,0.894,97.375,54,1974,53
You Won’t See Me,Anne Murray,199,4,0.488,0.539,9,-8.752,1,0.0304,0.136,0.0,0.0538,0.473,115.941,53,1974,53
Back Home Again,John Denver,285,4,0.528,0.305,4,-11.671,1,0.0301,0.837,3.03e-06,0.113,0.549,117.828,52,1974,52
Tell Me Something Good,Rufus & Chaka Khan,277,4,0.666,0.577,1,-7.916,1,0.22,0.659,0.0,0.569,0.783,74.29,52,1974,47
The Show Must Go On,Three Dog Night,277,4,0.304,0.686,11,-6.928,0,0.0346,0.414,0.0,0.112,0.175,83.382,52,1974,35
Rock Me Gently,Andy Kim,208,4,0.719,0.703,0,-8.306,1,0.0545,0.231,9e-05,0.129,0.776,123.173,51,1974,51
Sideshow,Blue Magic,251,4,0.586,0.337,7,-13.165,1,0.0347,0.837,0.0,0.628,0.543,133.229,51,1974,53
The Streak,Ray Stevens,244,4,0.164,0.949,11,-2.588,0,0.0581,0.00028,0.0134,0.374,0.257,99.754,51,1974,40
Dancing Machine,The Jackson 5,161,4,0.776,0.794,6,-7.722,1,0.0723,0.133,2.35e-05,0.689,0.845,109.277,51,1974,51
Rock Your Baby,George McCrae,200,4,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,50,1974,43
The Entertainer,Marvin Hamlisch,221,4,0.611,0.912,0,-6.775,1,0.0398,0.105,0.0,0.117,0.77,101.307,50,1974,33
Living For The City,Stevie Wonder,219,4,0.708,0.538,11,-10.28,1,0.0686,0.256,0.0,0.193,0.651,98.233,50,1974,51
The Loco-Motion,Grand Funk Railroad,165,4,0.456,0.933,0,-5.212,1,0.153,0.375,0.0,0.563,0.367,125.051,49,1974,40
Whatever Gets You Thru The Night,John Lennon with the Plastic Ono Band,207,4,0.574,0.853,2,-9.157,1,0.0763,0.531,0.581,0.543,0.755,126.313,49,1974,49
Hang On In There Baby,Johnny Bristol,233,4,0.593,0.855,7,-8.421,1,0.0775,0.336,2.1e-05,0.126,0.648,96.183,49,1974,48
The Lord’s Prayer,Sister Janet Mead,203,4,0.518,0.841,9,-5.744,1,0.0503,0.0203,0.0,0.0676,0.464,150.033,49,1974,48
Best Thing That Ever Happened To Me,Gladys Knight & the Pips,224,4,0.352,0.545,1,-11.939,0,0.0871,0.309,0.0563,0.106,0.459,189.498,48,1974,47
Midnight At The Oasis,Maria Muldaur,320,4,0.637,0.64,8,-8.244,1,0.0385,0.191,0.782,0.0436,0.419,88.923,48,1974,48
I Honestly Love You,Olivia Newton-John,220,4,0.355,0.112,10,-15.309,1,0.0362,0.959,0.000104,0.0674,0.153,134.893,48,1974,25
The Night Chicago Died,Paper Lace,203,4,0.767,0.45,0,-12.352,1,0.0824,0.347,0.0,0.113,0.809,106.847,48,1974,48
Tubular Bells,Mike Oldfield,1561,4,0.374,0.219,4,-19.104,0,0.0343,0.564,0.56,0.114,0.0579,103.535,47,1974,48
You’re Sixteen,Ringo Starr,169,4,0.665,0.629,8,-12.852,1,0.0441,0.0381,1.84e-05,0.0637,0.856,124.265,47,1974,47
Show And Tell,Al Wilson,207,4,0.37,0.418,2,-11.305,1,0.0266,0.303,0.0,0.0832,0.926,177.576,46,1974,67
Oh My My,Ringo Starr,190,4,0.673,0.738,0,-4.808,1,0.03,0.019,0.0,0.214,0.713,124.987,46,1974,47
Please Come To Boston,Dave Loggins,246,4,0.563,0.418,4,-8.503,1,0.0287,0.374,0.0,0.102,0.347,133.493,45,1974,45
Let Me Be There,Olivia Newton-John,181,4,0.589,0.487,2,-12.587,1,0.0328,0.251,2.9e-06,0.117,0.878,128.421,45,1974,45
Jazzman,Carole King,223,4,0.576,0.657,5,-10.484,1,0.0297,0.227,0.000909,0.231,0.812,118.354,43,1974,15
Tsop (THE Sound Of Philadelphia),MFSB featuring the Three Degrees,227,4,0.654,0.925,7,-4.365,0,0.0268,0.0249,0.0022,0.0572,0.963,113.403,42,1974,42
If You Love Me (LET Me Know),Olivia Newton-John,196,4,0.595,0.495,5,-12.924,1,0.0346,0.587,0.0,0.125,0.819,128.817,41,1974,40
Just Don’t Want To Be Lonely,The Main Ingredient,432,4,0.51,0.506,5,-13.327,1,0.0576,0.257,0.00409,0.117,0.709,143.016,41,1974,42
Then Came You,Dionne Warwick & The Spinners,240,4,0.803,0.73,9,-7.458,0,0.0608,0.643,0.0,0.585,0.817,116.627,40,1974,3
Billy Don’t Be A Hero,Bo Donaldson and The Heywoods,205,4,0.701,0.69,11,-10.27,1,0.0399,0.0226,0.0,0.173,0.964,122.19,39,1974,41
Wildwood Weed,Jim Stafford,160,4,0.682,0.425,7,-13.178,1,0.0366,0.732,2.71e-06,0.128,0.681,90.056,39,1974,39
One Hell Of A Woman,Mac Davis,128,3,0.51,0.117,3,-12.909,1,0.0399,0.901,0.0,0.152,0.231,145.463,39,1974,25
Do It (‘TIL You’re Satisfied),B.T. Express,353,4,0.703,0.761,10,-10.136,1,0.0552,0.115,4.99e-06,0.103,0.652,104.838,38,1974,39
You And Me Against The World,Helen Reddy,191,4,0.384,0.283,9,-15.493,1,0.0288,0.544,1.09e-06,0.154,0.259,78.568,38,1974,37
Rock And Roll Heaven,The Righteous Brothers,211,4,0.481,0.76,9,-8.275,1,0.0319,0.411,0.0,0.208,0.844,112.516,38,1974,37
Love’s Theme,Love Unlimited Orchestra,202,1,0.262,0.136,9,-19.819,0,0.0284,0.95,0.909,0.169,0.113,75.454,37,1974,58
Clap For The Wolfman,The Guess Who featuring Wolfman Jack,256,4,0.462,0.693,4,-11.758,1,0.0555,0.377,2.98e-06,0.575,0.851,180.671,37,1974,37
Helen Wheels,Paul McCartney and Wings,227,4,0.407,0.694,9,-9.928,1,0.0333,0.00756,0.00017,0.356,0.728,145.833,36,1974,35
Boogie Down,Eddie Kendricks,233,4,0.718,0.65,5,-10.2,0,0.0299,0.258,0.0194,0.325,0.921,114.543,34,1974,34
You Haven’t Done Nothin’,Stevie Wonder,203,4,0.748,0.65,10,-10.17,0,0.0369,0.305,2.23e-05,0.213,0.825,101.503,33,1974,46
My Melody Of Love,Bobby Vinton,191,4,0.382,0.483,9,-9.625,1,0.0258,0.337,0.0,0.282,0.461,82.612,30,1974,30
Leave Me Alone (RUBY Red Dress),Helen Reddy,207,4,0.655,0.626,7,-11.386,1,0.0467,0.134,2.3e-05,0.0586,0.874,134.071,30,1974,29
Until You Come Back To Me (THAT’S What I’m Gonna Do),Aretha Franklin,206,4,0.68,0.54,2,-9.831,1,0.0275,0.624,0.000908,0.116,0.718,94.548,29,1974,50
Put Your Hands Together,The O’Jays,247,4,0.579,0.773,7,-7.199,1,0.109,0.506,2.08e-05,0.188,0.737,141.258,29,1974,29
"Can’t Get Enough Of Your Love, Babe",Barry White,270,4,0.539,0.793,5,-9.589,1,0.0352,0.0389,3.77e-06,0.33,0.715,111.299,28,1974,69
I’ve Got To Use My Imagination,Gladys Knight & the Pips,254,4,0.56,0.397,9,-14.496,0,0.0276,0.457,0.0183,0.112,0.894,97.01,26,1974,37
Steppin’ Out (GONNA Boogie Tonight),Tony Orlando and Dawn,174,4,0.627,0.631,2,-9.218,1,0.0361,0.246,0.0,0.0418,0.895,163.474,19,1974,20
Spiders And Snakes,Jim Stafford,174,4,0.659,0.707,4,-10.244,1,0.0962,0.636,7.95e-06,0.1,0.754,86.283,12,1974,12
I’m Leaving It Up To You,Donny and Marie Osmond,184,4,0.44,0.31,10,-15.53,1,0.0357,0.738,0.000311,0.779,0.696,77.002,4,1974,21
(I’VE Been) Searchin’ So Long,Chicago,260,4,0.322,0.647,7,-3.862,1,0.0291,0.438,4.47e-06,0.985,0.169,90.75,0,1974,38
(YOU’RE) Having My Baby,Paul Anka with Odia Coates,158,4,0.445,0.637,0,-9.1,1,0.0284,0.571,0.0,0.121,0.304,180.159,0,1974,49
Brazil,the Ritchie Family,252,4,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,83,1975,82
I’m Sorry,John Denver,167,5,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885,81,1975,27
Magic,Pilot,137,4,0.911,0.689,1,-6.176,1,0.265,0.00119,0.0,0.0704,0.546,140.034,80,1975,79
Lady,Styx,183,4,0.539,0.16,3,-13.285,1,0.0329,0.881,0.000268,0.105,0.322,81.446,76,1975,79
Sister Golden Hair,America,199,4,0.441,0.546,4,-12.222,1,0.0336,0.13,0.000144,0.109,0.718,134.752,75,1975,72
This Will Be,Natalie Cole,171,4,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,74,1975,73
Bad Blood,Neil Sedaka,199,4,0.604,0.644,2,-6.931,1,0.0889,0.0143,0.0,0.237,0.197,170.088,74,1975,62
No No Song,Ringo Starr,250,4,0.354,0.269,1,-13.242,1,0.0297,0.885,0.00035,0.0872,0.304,91.608,74,1975,12
One Of These Nights,Eagles,291,4,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,73,1975,73
Bad Time,Grand Funk,179,4,0.698,0.675,7,-10.742,1,0.04,0.709,0.0,0.0782,0.853,148.063,73,1975,76
Wildfire,Michael Martin Murphey,206,4,0.862,0.314,3,-8.269,0,0.0369,0.108,0.156,0.0878,0.502,114.472,73,1975,45
Kung Fu Fighting,Carl Douglas,197,4,0.621,0.764,2,-8.702,1,0.0578,0.146,4.97e-05,0.161,0.745,102.288,72,1975,71
Fallin’ In Love,"Hamilton, Joe Frank & Reynolds",245,4,0.475,0.269,7,-11.641,1,0.027,0.722,0.017,0.125,0.357,140.654,72,1975,70
Fire,Ohio Players,227,4,0.638,0.831,8,-5.039,1,0.049,0.142,0.0,0.113,0.649,124.071,72,1975,78
How Long?,Ace,200,4,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,71,1975,46
Best Of My Love,Eagles,220,4,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,71,1975,73
Low Rider,War,190,4,0.812,0.644,0,-10.761,1,0.0493,0.0877,0.785,0.0563,0.989,140.075,71,1975,71
Lovin’ You,Minnie Riperton,194,4,0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974,69,1975,43
Some Kind Of Wonderful,Grand Funk Railroad,202,4,0.855,0.691,2,-6.51,1,0.0514,0.144,0.0,0.36,0.647,121.472,68,1975,67
Lady Marmalade,Labelle,267,4,0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,68,1975,54
Mandy,Barry Manilow,213,4,0.308,0.464,10,-9.032,1,0.0279,0.418,2.49e-06,0.143,0.318,103.734,67,1975,67
Lyin’ Eyes,Eagles,381,4,0.669,0.673,7,-9.754,1,0.0248,0.203,0.0271,0.164,0.867,132.68,67,1975,0
Emma,Hot Chocolate,220,4,0.669,0.613,4,-11.12,0,0.036,0.487,0.176,0.132,0.566,110.668,67,1975,83
Rhinestone Cowboy,Glen Campbell,194,4,0.644,0.633,0,-8.006,1,0.0261,0.102,6.82e-05,0.227,0.648,115.192,66,1975,66
Lucy In The Sky With Diamonds,Elton John,208,1,0.311,0.325,2,-9.042,1,0.0283,0.0469,0.0,0.139,0.668,65.09,65,1975,65
You Are So Beautiful,Joe Cocker,159,3,0.297,0.182,1,-10.944,1,0.0298,0.846,0.00267,0.134,0.092,83.391,65,1975,65
Feelings,Morris Albert,189,4,0.7,0.394,9,-8.911,1,0.0328,0.0567,0.0,0.0801,0.241,103.041,65,1975,49
Feel Like Makin’ Love,Bad Company,313,4,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,64,1975,63
Shining Star,"Earth, Wind & Fire",170,4,0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,64,1975,63
How Sweet It Is (To Be Loved by You),James Taylor,216,4,0.764,0.628,0,-10.961,1,0.048,0.336,0.0,0.0977,0.823,109.008,64,1975,63
Laughter In The Rain,Neil Sedaka,170,4,0.495,0.613,5,-9.463,1,0.0239,0.348,0.0058,0.0406,0.924,100.535,63,1975,62
Please Mr. Please,Olivia Newton-John,148,4,0.785,0.776,2,-5.259,1,0.0312,0.729,0.0,0.181,0.967,121.505,63,1975,44
Dance With Me,Orleans,231,4,0.912,0.511,9,-6.365,1,0.203,0.0259,0.0,0.0442,0.611,101.628,63,1975,65
Please Mr. Postman,The Carpenters,148,4,0.785,0.776,2,-5.259,1,0.0312,0.729,0.0,0.181,0.967,121.505,63,1975,64
Jive Talkin’,Bee Gees,222,4,0.811,0.545,7,-12.969,0,0.0579,0.155,0.0853,0.156,0.734,105.911,62,1975,60
Love Will Keep Us Together,Captain & Tennille,205,4,0.621,0.788,4,-4.326,1,0.0314,0.354,0.0,0.305,0.926,129.62,62,1975,60
My Eyes Adored You,Frankie Valli,212,4,0.461,0.499,11,-10.443,0,0.0316,0.238,0.0,0.135,0.387,137.687,62,1975,60
Black Water,The Doobie Brothers,255,4,0.532,0.441,2,-12.866,1,0.0434,0.228,0.0,0.0846,0.67,169.275,62,1975,61
Lonely People,America,150,4,0.557,0.473,7,-9.294,1,0.0262,0.261,3.95e-05,0.0658,0.56,79.368,61,1975,66
Fame,David Bowie,261,4,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,61,1975,66
Only You (AND You Alone),Ringo Starr,156,4,0.34,0.308,3,-10.518,1,0.0284,0.935,0.0,0.135,0.336,79.923,61,1975,62
Express,B.T. Express,265,4,0.851,0.583,8,-11.022,0,0.286,0.0506,0.0,0.236,0.956,95.048,60,1975,97
Old Days,Chicago,195,4,0.599,0.71,1,-7.39,1,0.576,0.351,0.0,0.113,0.572,82.243,59,1975,36
Miracles,Jefferson Starship,174,4,0.721,0.718,7,-6.916,1,0.0431,0.00146,0.00013,0.12,0.343,96.48,59,1975,62
When Will I Be Loved,Linda Ronstadt,124,4,0.513,0.573,9,-10.023,1,0.0337,0.186,0.000958,0.0878,0.621,132.607,59,1975,57
Why Can’t We Be Friends,War,230,4,0.776,0.68,10,-10.088,1,0.0389,0.179,0.0,0.483,0.962,92.481,59,1975,60
Philadelphia Freedom,Elton John,324,4,0.712,0.681,0,-6.351,0,0.0294,0.0444,0.000235,0.0592,0.809,125.497,57,1975,56
Never Can Say Goodbye,Gloria Gaynor,179,4,0.527,0.821,2,-7.19,1,0.047,0.337,1.68e-06,0.394,0.835,166.139,55,1975,53
Get Down Tonight,KC and the Sunshine Band,317,4,0.671,0.776,10,-11.414,1,0.0282,0.137,0.00649,0.394,0.92,112.629,55,1975,49
Jackie Blue,Ozark Mountain Daredevils,250,4,0.562,0.538,1,-9.937,1,0.0275,0.362,0.00315,0.0411,0.962,107.096,55,1975,54
Pick Up The Pieces,Average White Band,239,4,0.768,0.853,10,-5.915,0,0.0427,0.0548,0.13,0.0188,0.889,107.234,54,1975,53
Someone Saved My Life Tonight,Elton John,404,4,0.457,0.428,1,-9.796,1,0.0283,0.329,2.21e-06,0.169,0.151,129.98,54,1975,54
Island Girl,Elton John,258,4,0.801,0.495,9,-11.286,0,0.0474,0.0314,0.0002,0.0596,0.896,143.867,53,1975,42
Who Loves You,Four Seasons,255,4,0.68,0.608,2,-12.575,1,0.0499,0.0729,0.0,0.0911,0.904,137.481,53,1975,55
At Seventeen,Janis Ian,161,4,0.557,0.853,8,-5.116,1,0.16,0.00223,0.0,0.267,0.565,174.985,53,1975,49
Fight The Power,The Isley Brothers,282,4,0.797,0.582,2,-12.97,1,0.255,0.00484,2.04e-06,0.517,0.415,105.974,53,1975,53
Before The Next Teardrop Falls,Freddy Fender,149,4,0.778,0.307,10,-9.356,1,0.0341,0.892,0.000287,0.0985,0.699,92.299,52,1975,52
Chevy Van,Sammy Johns,179,4,0.449,0.547,9,-12.259,1,0.0351,0.457,0.0,0.0737,0.74,152.211,52,1975,35
The Hustle,Van McCoy & the Soul City Symphony,248,4,0.599,0.927,0,-8.356,1,0.106,0.126,0.207,0.0441,0.791,110.32,52,1975,52
Wasted Days And Wasted Nights,Freddy Fender,171,4,0.702,0.409,11,-8.84,1,0.0354,0.481,4.76e-06,0.289,0.885,88.516,51,1975,50
Midnight Blue,Melissa Manchester,234,4,0.641,0.836,0,-7.155,1,0.0284,0.105,0.0335,0.0714,0.659,113.758,51,1975,51
I Don’t Like To Sleep Alone,Paul Anka & Odia Coates,198,4,0.48,0.557,10,-9.696,1,0.0276,0.413,7.71e-06,0.267,0.26,127.237,49,1975,49
Listen To What The Man Said,Wings,240,4,0.499,0.616,7,-8.325,1,0.0392,0.179,0.000151,0.552,0.622,113.254,49,1975,50
Walking In Rhythm,The Blackbyrds,254,4,0.68,0.665,5,-13.0,1,0.0313,0.0188,0.00029,0.056,0.817,113.066,48,1975,44
(HEY Won’t You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,206,4,0.637,0.528,4,-11.287,1,0.0328,0.744,0.0,0.114,0.702,124.806,47,1975,47
Have You Never Been Mellow,Olivia Newton-John,213,4,0.542,0.324,0,-14.07,1,0.0329,0.566,2.27e-06,0.0876,0.421,121.802,46,1975,46
Boogie On Reggae Woman,Stevie Wonder,296,4,0.888,0.741,10,-10.063,0,0.0535,0.22,0.058,0.0849,0.641,106.916,46,1975,46
Junior’s Farm,Paul McCartney & Wings,263,4,0.522,0.823,0,-7.115,1,0.034,0.0185,0.000145,0.0991,0.508,132.065,45,1975,45
Only Women Bleed,Alice Cooper,210,4,0.334,0.476,7,-8.497,1,0.0308,0.535,0.019,0.278,0.189,147.532,44,1975,44
Could It Be Magic,Barry Manilow,409,4,0.315,0.506,0,-7.283,0,0.0347,0.85,0.0405,0.131,0.291,122.913,44,1975,44
You’re No Good,Linda Ronstadt,195,4,0.547,0.742,1,-8.308,0,0.0567,0.241,0.0016,0.101,0.375,101.254,44,1975,60
One Man Woman/One Woman Man,Paul Anka & Odia Coates,272,4,0.627,0.645,11,-6.82,1,0.0293,0.0457,0.0,0.0655,0.509,91.015,44,1975,31
Only Yesterday,The Carpenters,375,4,0.535,0.505,7,-8.357,1,0.0269,0.134,1.95e-05,0.63,0.526,90.057,43,1975,43
Poetry Man,Phoebe Snow,278,4,0.511,0.242,7,-15.735,1,0.0318,0.41,0.0,0.111,0.596,131.82,42,1975,41
Morning Side Of The Mountain,Donny & Marie Osmond,158,4,0.319,0.436,0,-8.967,1,0.0373,0.538,0.0,0.157,0.654,79.314,40,1975,40
Angie Baby,Helen Reddy,210,4,0.544,0.412,7,-12.628,0,0.0482,0.543,2.32e-05,0.0839,0.527,79.957,40,1975,40
Run Joey Run,David Geddes,272,4,0.59,0.508,10,-9.255,0,0.145,0.0518,0.000106,0.115,0.385,81.578,39,1975,36
It Only Takes A Minute,Tavares,241,4,0.642,0.664,5,-8.087,0,0.0334,0.104,0.102,0.658,0.963,122.598,38,1975,39
I’m Not In Love,10cc,229,4,0.472,0.968,7,-5.322,0,0.182,0.00476,0.0019,0.361,0.158,135.953,37,1975,69
The Way I Want To Touch You,Captain & Tennille,163,4,0.664,0.585,0,-7.062,0,0.0248,0.624,0.000112,0.343,0.597,111.29,37,1975,37
Swearin’ To God,Frankie Valli,245,4,0.667,0.785,1,-7.364,1,0.0635,0.288,0.000122,0.0597,0.73,108.921,37,1975,37
Love Won’t Let Me Wait,Major Harris,227,1,0.597,0.291,11,-13.837,0,0.0352,0.917,3.05e-05,0.122,0.226,115.666,37,1975,42
The Way We Were/Try To Remember,Gladys Knight & the Pips,271,4,0.285,0.265,7,-12.542,1,0.0418,0.354,2.76e-06,0.744,0.231,147.194,36,1975,36
He Don’t Love You (LIKE I Love You),Tony Orlando and Dawn,219,4,0.637,0.55,9,-12.378,1,0.0335,0.287,1.85e-05,0.345,0.805,119.303,36,1975,37
Cut The Cake,Average White Band,247,4,0.807,0.632,7,-11.925,1,0.0524,0.284,0.668,0.0364,0.964,108.622,35,1975,35
The Ballroom Blitz,Sweet,221,4,0.601,0.948,1,-5.176,0,0.0543,0.000598,0.00031,0.0537,0.511,112.49,31,1975,59
Ain’t No Way To Treat A Lady,Helen Reddy,208,4,0.486,0.32,10,-14.084,1,0.0389,0.728,4.79e-05,0.0979,0.35,80.207,30,1975,30
